77278502,000000	-0,024905	0,002609
77278505,000000	0,004734	0,002390
77278506,000000	0,015288	0,003023
77278508,000000	0,031333	0,004319
77278510,000000	0,037390	0,006030
77278512,000000	0,027814	0,007958
77278514,000000	0,006416	0,009848
77278516,000000	-0,010586	0,011350
77278518,000000	-0,020974	0,012157
77278521,000000	-0,034169	0,012097
77278522,000000	-0,016458	0,011138
77278524,000000	0,005195	0,009345
77278527,000000	0,024922	0,006865
77278529,000000	0,027504	0,003950
77278531,000000	0,038450	0,000927
77278533,000000	0,005593	-0,001940
77278536,000000	0,001523	-0,004483
77278537,000000	-0,019765	-0,006544
77278540,000000	-0,024201	-0,007993
77278541,000000	-0,036557	-0,008784
77278550,000000	-0,009508	-0,008903
77278551,000000	0,002262	-0,008367
77278551,000000	0,022911	-0,007310
77278551,000000	0,030285	-0,005942
77278552,000000	0,027755	-0,004453
77278555,000000	0,003709	-0,003003
77278557,000000	-0,000953	-0,001698
77278558,000000	-0,022958	-0,000533
77278560,000000	-0,028991	0,000547
77278562,000000	-0,029852	0,001545
77278564,000000	-0,011263	0,002406
77278566,000000	0,013032	0,003076
77278569,000000	0,016778	0,003606
77278571,000000	0,032333	0,004197
77278572,000000	0,009175	0,005073
77278574,000000	0,001903	0,006303
77278578,000000	-0,022462	0,007727
77278579,000000	-0,025148	0,008949
77278581,000000	-0,044155	0,009475
77278583,000000	-0,017759	0,008973
77278585,000000	-0,000104	0,007405
77278588,000000	0,021131	0,004934
77278589,000000	0,023672	0,001847
77278591,000000	0,030309	-0,001454
77278593,000000	0,000239	-0,004523
77278595,000000	-0,014049	-0,006958
77278597,000000	-0,026559	-0,008512
77278599,000000	-0,040522	-0,009197
77278602,000000	-0,039767	-0,009259
77278605,000000	-0,010970	-0,008963
77278606,000000	-0,000747	-0,008462
77278608,000000	0,018088	-0,007833
77278611,000000	0,020745	-0,007077
77278612,000000	0,018046	-0,006100
77278614,000000	-0,000687	-0,004806
77278616,000000	-0,016528	-0,003186
77278618,000000	-0,025990	-0,001309
77278621,000000	-0,037041	0,000693
77278622,000000	-0,020954	0,002594
77278624,000000	-0,003093	0,004085
77278627,000000	0,011037	0,004931
77278630,000000	0,013017	0,005139
77278631,000000	0,029871	0,004961
77278633,000000	0,012726	0,004701
77278635,000000	-0,010502	0,004561
77278638,000000	-0,024486	0,004615
77278639,000000	-0,029191	0,004749
77278641,000000	-0,038107	0,004673
77278643,000000	-0,017428	0,004147
77278645,000000	-0,005706	0,003134
77278647,000000	0,009932	0,001732
77278649,000000	0,013407	0,000115
77278652,000000	0,019384	-0,001465
77278655,000000	0,000193	-0,002771
77278656,000000	-0,019612	-0,003710
77278659,000000	-0,033405	-0,004390
77278661,000000	-0,037977	-0,005106
77278662,000000	-0,032621	-0,006189
77278664,000000	-0,010290	-0,007814
77278667,000000	0,012358	-0,009888
77278669,000000	0,014737	-0,012012
77278671,000000	0,029426	-0,013563
77278673,000000	0,012671	-0,013934
77278676,000000	-0,009302	-0,012775
77278678,000000	-0,030022	-0,010084
77278680,000000	-0,034780	-0,006258
77278682,000000	-0,041947	-0,002065
77278684,000000	-0,017355	0,001604
77278685,000000	-0,002177	0,004044
77278688,000000	0,017206	0,004867
77278689,000000	0,020410	0,004062
77278692,000000	0,029524	0,002037
77278694,000000	0,007163	-0,000480
77278696,000000	-0,008611	-0,002658
77278697,000000	-0,024345	-0,003807
77278699,000000	-0,027002	-0,003610
77278703,000000	-0,033899	-0,002250
77278705,000000	-0,002623	-0,000305
77278707,000000	0,014520	0,001500
77278709,000000	0,030712	0,002567
77278711,000000	0,043827	0,002651
77278712,000000	0,045681	0,001878
77278715,000000	0,020073	0,000561
77278717,000000	-0,007496	-0,000928
77278719,000000	-0,016653	-0,002222
77278721,000000	-0,031621	-0,002985
77278722,000000	-0,014467	-0,002936
77278724,000000	0,008082	-0,001919
77278727,000000	0,021391	-0,000049
77278730,000000	0,015146	0,002286
77278731,000000	0,031830	0,004544
77278734,000000	-0,000535	0,006167
77278735,000000	-0,012013	0,006763
77278738,000000	-0,036052	0,006236
77278739,000000	-0,035940	0,004801
77278742,000000	-0,052084	0,002955
77278744,000000	-0,028382	0,001431
77278746,000000	-0,003297	0,000920
77278748,000000	0,017490	0,001667
77278750,000000	0,017010	0,003319
77278753,000000	0,027406	0,005123
77278755,000000	-0,003198	0,006246
77278757,000000	-0,005406	0,006112
77278759,000000	-0,020146	0,004666
77278761,000000	-0,023095	0,002321
77278763,000000	-0,014126	-0,000297
77278765,000000	0,005482	-0,002595
77278767,000000	0,018502	-0,004196
77278768,000000	0,032070	-0,005011
77278771,000000	0,046609	-0,005146
77278772,000000	0,034977	-0,004783
77278774,000000	0,013810	-0,004124
77278778,000000	-0,015504	-0,003341
77278779,000000	-0,018001	-0,002571
77278781,000000	-0,031444	-0,001923
77278784,000000	-0,008718	-0,001431
77278786,000000	0,007881	-0,001028
77278788,000000	0,026998	-0,000641
77278790,000000	0,022097	-0,000250
77278792,000000	0,032895	0,000131
77278794,000000	0,002333	0,000400
77278795,000000	-0,009621	0,000366
77278798,000000	-0,030314	-0,000077
77278800,000000	-0,035628	-0,000851
77278802,000000	-0,037133	-0,001731
77278805,000000	-0,014868	-0,002386
77278807,000000	0,000828	-0,002461
77278808,000000	0,015886	-0,001733
77278811,000000	0,021740	-0,000204
77278812,000000	0,015987	0,001861
77278814,000000	-0,002487	0,003968
77278816,000000	-0,019545	0,005572
77278819,000000	-0,024847	0,006309
77278821,000000	-0,043472	0,006085
77278823,000000	-0,026261	0,005072
