78837885,000000	-0,014431	0,001750
78837887,000000	-0,011138	0,001014
78837889,000000	0,018234	0,000140
78837892,000000	0,019731	-0,000669
78837894,000000	0,011497	-0,001233
78837896,000000	0,008766	-0,001457
78837898,000000	-0,005445	-0,001331
78837900,000000	-0,027902	-0,000923
78837902,000000	-0,023810	-0,000340
78837904,000000	-0,020345	0,000305
78837907,000000	-0,011352	0,000844
78837909,000000	0,001730	0,001075
78837910,000000	0,017816	0,000846
78837913,000000	0,020171	0,000147
78837915,000000	0,018268	-0,000825
78837916,000000	0,013902	-0,001746
78837918,000000	-0,012871	-0,002403
78837921,000000	-0,018461	-0,002756
78837923,000000	-0,025335	-0,002787
78837925,000000	-0,017344	-0,002484
78837928,000000	-0,012360	-0,001945
78837930,000000	0,013287	-0,001349
78837931,000000	0,005403	-0,000814
78837933,000000	0,014612	-0,000347
78837936,000000	0,007349	0,000148
78837938,000000	0,002220	0,000748
78837940,000000	-0,026769	0,001397
78837942,000000	-0,021293	0,001974
78837945,000000	-0,022247	0,002427
78837946,000000	-0,013609	0,002740
78837948,000000	-0,002922	0,002852
78837950,000000	0,019351	0,002657
78837952,000000	0,014909	0,002027
78837954,000000	0,013469	0,000912
78837956,000000	0,009259	-0,000535
78837959,000000	-0,006812	-0,002037
78837961,000000	-0,024886	-0,003343
78837963,000000	-0,020600	-0,004226
78837965,000000	-0,021562	-0,004471
78837966,000000	-0,009384	-0,003993
78837969,000000	0,005396	-0,002884
78837972,000000	0,017540	-0,001368
78837973,000000	0,014358	0,000247
78837975,000000	0,009967	0,001691
78837978,000000	0,012080	0,002810
78837980,000000	-0,009536	0,003478
78837981,000000	-0,018442	0,003542
78837984,000000	-0,017588	0,002958
78837986,000000	-0,016210	0,001858
78837987,000000	-0,004176	0,000455
78837990,000000	0,017823	-0,001031
78837992,000000	0,017464	-0,002383
78837994,000000	0,012152	-0,003382
78837996,000000	0,012991	-0,003830
78837998,000000	0,003881	-0,003626
78838000,000000	-0,016327	-0,002838
78838002,000000	-0,015314	-0,001645
78838005,000000	-0,020700	-0,000296
78838006,000000	-0,010017	0,000925
78838009,000000	-0,000181	0,001776
78838011,000000	0,021116	0,002150
78838012,000000	0,015806	0,002067
78838014,000000	0,013411	0,001661
78838016,000000	0,006060	0,001162
78838019,000000	-0,012061	0,000782
78838021,000000	-0,019002	0,000600
78838024,000000	-0,017742	0,000584
78838025,000000	-0,012579	0,000657
78838028,000000	-0,007869	0,000718
78838029,000000	0,020068	0,000688
78838031,000000	0,020328	0,000541
78838033,000000	0,016527	0,000300
78838035,000000	0,008607	0,000005
78838038,000000	0,001195	-0,000324
78838040,000000	-0,019940	-0,000699
78838041,000000	-0,017078	-0,001094
78838044,000000	-0,017823	-0,001417
78838046,000000	-0,005946	-0,001579
78838048,000000	-0,001543	-0,001510
78838051,000000	0,020503	-0,001165
78838052,000000	0,022063	-0,000591
78838054,000000	0,020654	0,000041
78838056,000000	0,014343	0,000552
78838059,000000	-0,007204	0,000846
78838061,000000	-0,017390	0,000910
78838063,000000	-0,019253	0,000849
78838065,000000	-0,015560	0,000858
78838066,000000	-0,015396	0,001071
78838069,000000	0,004475	0,001449
78838071,000000	0,019201	0,001824
78838074,000000	0,020101	0,001984
78838076,000000	0,012562	0,001794
78838078,000000	0,019143	0,001279
78838080,000000	-0,006099	0,000560
78838081,000000	-0,009577	-0,000235
78838084,000000	-0,014729	-0,000988
78838085,000000	-0,007475	-0,001608
78838087,000000	-0,003843	-0,002060
78838090,000000	0,023611	-0,002348
78838091,000000	0,019768	-0,002497
78838094,000000	0,018200	-0,002523
78838097,000000	0,016818	-0,002399
78838099,000000	0,007242	-0,002097
78838100,000000	-0,023802	-0,001670
78838102,000000	-0,018573	-0,001255
78838104,000000	-0,014720	-0,001035
78838106,000000	-0,006009	-0,001172
78838109,000000	0,003493	-0,001676
78838115,000000	0,021127	-0,002335
78838115,000000	0,022693	-0,002862
78838116,000000	0,013590	-0,003029
78838117,000000	0,002780	-0,002756
78838118,000000	-0,010953	-0,002162
78838121,000000	-0,020000	-0,001478
78838124,000000	-0,014403	-0,000848
78838126,000000	-0,008949	-0,000261
78838128,000000	-0,005734	0,000355
78838129,000000	0,019874	0,001070
78838132,000000	0,013974	0,001915
78838133,000000	0,015088	0,002817
78838136,000000	0,008985	0,003597
78838137,000000	0,006467	0,004045
78838139,000000	-0,018300	0,004015
78838142,000000	-0,014283	0,003540
78838144,000000	-0,015750	0,002836
78838146,000000	-0,006940	0,002130
78838148,000000	0,004822	0,001533
78838151,000000	0,022952	0,001059
78838152,000000	0,020760	0,000675
78838154,000000	0,020185	0,000335
78838156,000000	0,009057	0,000033
78838159,000000	-0,003119	-0,000214
78838161,000000	-0,016862	-0,000402
78838162,000000	-0,015876	-0,000535
78838165,000000	-0,014793	-0,000603
78838166,000000	-0,008049	-0,000594
78838169,000000	0,015192	-0,000478
78838172,000000	0,020978	-0,000200
78838173,000000	0,010315	0,000277
78838176,000000	0,012417	0,000960
78838178,000000	0,007002	0,001813
78838180,000000	-0,015324	0,002709
78838181,000000	-0,016375	0,003457
78838184,000000	-0,015860	0,003908
78838186,000000	-0,010025	0,004011
78838188,000000	-0,003990	0,003811
78838190,000000	0,019500	0,003430
78838192,000000	0,018058	0,002982
78838194,000000	0,011866	0,002524
78838196,000000	0,012874	0,002088
78838198,000000	0,005803	0,001693
78838201,000000	-0,019003	0,001333
78838203,000000	-0,012825	0,001019
78838204,000000	-0,017332	0,000788
78838207,000000	-0,007694	0,000627
